Year,Country,iso3code,hhi,Country/Territory,Code,Stability value,CRI Rank,Country_y,CRI score,Fatalities in 2019 (Rank),Fatalities per 100 000 inhab- itants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in% (Rank),VERSION DOC,Domestic Production Value,Product
2018,UNITED KINGDOM,GBR,0.0465561709829841,UNITED KINGDOM,GBR,0.08,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,50870390.00000001,PETROLEUM
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,0.0,BARYTES
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,13000.0,COPPER
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,4299.0,GOLD
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,,LEAD
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,370000.0,MANGANESE
2018,GEORGIA,GEO,0.0679703267074461,GEORGIA,GEO,-0.44,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,,ZINC
2018,GHANA,GHA,0.110621098828823,GHANA,GHA,-0.03,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,1011302.0,ALUMINIUM
2018,GHANA,GHA,0.110621098828823,GHANA,GHA,-0.03,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,149067.0,GOLD
2018,GHANA,GHA,0.110621098828823,GHANA,GHA,-0.03,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,4551754.0,MANGANESE
2018,GHANA,GHA,0.110621098828823,GHANA,GHA,-0.03,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,10200.0,SILVER
2018,GUINEA,GIN,,GUINEA,GIN,-0.88,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,59573707.0,ALUMINIUM
2018,GUINEA,GIN,,GUINEA,GIN,-0.88,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,25823.0,GOLD
2018,GUINEA,GIN,,GUINEA,GIN,-0.88,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,8122959.510200328,PETROLEUM
2018,"GAMBIA, THE",GMB,0.207835481491066,"GAMBIA, THE",GMB,-0.07,,,,,,,,,,
2018,GUINEA-BISSAU,GNB,,GUINEA-BISSAU,GNB,-0.69,130,GUINEA-BISSAU,118.0,106.0,106.0,130.0,130.0,2019.0,,
2018,EQUATORIAL GUINEA,GNQ,,EQUATORIAL GUINEA,GNQ,-0.09,,,,,,,,,200.0,GOLD
2018,GRENADA,GRD,0.162514945640157,GRENADA,GRD,0.99,130,GRENADA,118.0,106.0,106.0,130.0,130.0,2019.0,,
2018,GREENLAND,GRL,0.302207167683693,GREENLAND,GRL,1.93,,,,,,,,,,GOLD
2018,GREENLAND,GRL,0.302207167683693,GREENLAND,GRL,1.93,,,,,,,,,,LEAD
2018,GREENLAND,GRL,0.302207167683693,GREENLAND,GRL,1.93,,,,,,,,,,SILVER
2018,GREENLAND,GRL,0.302207167683693,GREENLAND,GRL,1.93,,,,,,,,,,ZINC
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,0.0,ANTIMONY
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,63.0,BARYTES
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,,COPPER
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,0.0,GOLD
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,,IRON
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,0.0,LEAD
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,4745.0,MAGNESITE
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,65710.0,NICKEL
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,0.0,SILVER
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,,TUNGSTEN
2018,GUATEMALA,GTM,0.18161355616102,GUATEMALA,GTM,-0.54,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,0.0,ZINC
2018,FRENCH GUIANA,GUF,,FRENCH GUIANA,GUF,0.52,,,,,,,,,10000.0,GOLD
2018,GUYANA,GUY,0.127885904203555,GUYANA,GUY,-0.19,130,GUYANA,118.0,106.0,106.0,130.0,130.0,2019.0,1926053.0,ALUMINIUM
2018,GUYANA,GUY,0.127885904203555,GUYANA,GUY,-0.19,130,GUYANA,118.0,106.0,106.0,130.0,130.0,2019.0,19069.0,GOLD
2018,EUROPEAN COMMUNITY 12  (-1994),H01,,,,,,,,,,,,,,
2018,EFTA 6 (-1994),H02,,,,,,,,,,,,,,
2018,"HONG KONG, CHINA",HKG,0.0704064807571648,,,,,,,,,,,,,
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,20.0,ANTIMONY
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,,COPPER
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,2148.0,GOLD
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,9893.0,LEAD
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,31182.0,SILVER
2018,HONDURAS,HND,0.279431964161897,HONDURAS,HND,-0.53,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,28421.0,ZINC
2018,CROATIA,HRV,0.0640355339948736,CROATIA,HRV,0.8,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,11780.0,ALUMINIUM
2018,CROATIA,HRV,0.0640355339948736,CROATIA,HRV,0.8,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,,BARYTES
2018,CROATIA,HRV,0.0640355339948736,CROATIA,HRV,0.8,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,,SILVER
2018,HAITI,HTI,,HAITI,HTI,-0.64,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,ALUMINIUM
2018,HAITI,HTI,,HAITI,HTI,-0.64,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,COPPER
2018,HAITI,HTI,,HAITI,HTI,-0.64,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,GOLD
2018,HAITI,HTI,,HAITI,HTI,-0.64,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,SILVER
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,4200.0,ALUMINIUM
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,COPPER
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,GOLD
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,IRON
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,LEAD
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,0.0,MANGANESE
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,SILVER
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,URANIUM
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,ZINC
2018,HUNGARY,HUN,0.090885802890448,HUNGARY,HUN,0.75,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,7898000.000000001,COAL
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,13243197.0,ALUMINIUM
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,ASBESTOS
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,CHROMIUM
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,350.0,COBALT
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,651136.0,COPPER
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,111858.0,GOLD
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,760482.0,IRON
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,MANGANESE
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,508580.0,NICKEL
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,383000.0,SILVER
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,84000.0,TIN
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,54000.0,ZIRCONIUM
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,557772940.0,COAL
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,53145222.7506373,NATURAL GAS
2018,INDONESIA,IDN,0.0659192141114673,INDONESIA,IDN,-0.55,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,39523961.81523763,PETROLEUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,23687721.0,ALUMINIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,ANTIMONY
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,ASBESTOS
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,2000000.0,BARYTES
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,0.0,CADMIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,3970688.0,CHROMIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,37000.0,COPPER
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,1664.0,GOLD
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,39000.0,GRAPHITE
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,204660000.0,IRON
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,207067.0,LEAD
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,146581.0,MAGNESITE
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,MAGNESIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,2759000.0,MANGANESE
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,1800.0,RARE EARTH
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,653000.0,SILVER
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,16.0,TIN
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,594600.0,TITANIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,TUNGSTEN
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,423.0,URANIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,723000.0,ZINC
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,11906.0,ZIRCONIUM
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,760407000.0,COAL
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,20069839.07667512,NATURAL GAS
2018,INDIA,IND,0.0500124754798541,INDIA,IND,-0.99,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,39547649.78133837,PETROLEUM
2018,"IRAN, ISLAMIC REP.",IRN,0.14139281574632,"IRAN, ISLAMIC REP.",IRN,-1.35,,,,,,,,,,
2018,IRAQ,IRQ,,IRAQ,IRQ,-2.53,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,,ALUMINIUM
2018,IRAQ,IRQ,,IRAQ,IRQ,-2.53,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,,IRON
2018,IRAQ,IRQ,,IRAQ,IRQ,-2.53,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,7718826.956205046,NATURAL GAS
2018,IRAQ,IRQ,,IRAQ,IRQ,-2.53,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,227012449.70446363,PETROLEUM
2018,ICELAND,ISL,0.0852690597917269,ICELAND,ISL,1.41,100,ICELAND,88.83,106.0,106.0,101.0,57.0,2019.0,,
2018,ISRAEL,ISR,0.136528682848914,ISRAEL,ISR,-0.91,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,,COPPER
2018,ISRAEL,ISR,0.136528682848914,ISRAEL,ISR,-0.91,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,113000.0,MAGNESITE
2018,ISRAEL,ISR,0.136528682848914,ISRAEL,ISR,-0.91,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,21100.0,MAGNESIUM
2018,PREFERENTIAL TARIFF FOR CARICOM MDC COUNTRIES,J72,,,,,,,,,,,,,,
2018,JAMAICA,JAM,0.107532893798181,JAMAICA,JAM,0.43,130,JAMAICA,118.0,106.0,106.0,130.0,130.0,2019.0,10058228.0,ALUMINIUM
2018,JAMAICA,JAM,0.107532893798181,JAMAICA,JAM,0.43,130,JAMAICA,118.0,106.0,106.0,130.0,130.0,2019.0,,GOLD
2018,JORDAN,JOR,0.11610640781361,JORDAN,JOR,-0.39,130,JORDAN,118.0,106.0,106.0,130.0,130.0,2019.0,,
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,ANTIMONY
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,BARYTES
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,574.0,BISMUTH
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,2108.0,CADMIUM
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,CHROMIUM
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,COPPER
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,6453.0,GOLD
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,GRAPHITE
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,IRON
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,LEAD
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,MAGNESIUM
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,MANGANESE
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,0.0,MERCURY
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,MOLYBDENUM
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,3596.0,SILVER
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,TIN
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,TITANIUM
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,TUNGSTEN
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,ZINC
2018,JAPAN,JPN,0.0894606479541707,JAPAN,JPN,1.05,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,1040705.0,COAL
2018,PREFERENTIAL TARIFF FOR PICTA COUNTRIES,K31,,,,,,,,,,,,,,
2018,CUSTOMS UNION (RUSSIA-BELARUS-KAZAKHSTAN),K51,,,,,,,,,,,,,,
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,5736200.0,ALUMINIUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,100.0,ANTIMONY
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,220000.0,ASBESTOS
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,420000.0,BARYTES
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,290.0,BISMUTH
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,1500.0,CADMIUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,6888800.0,CHROMIUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,635500.0,COPPER
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,100299.0,GOLD
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,41876500.0,IRON
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,86400.0,LEAD
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,,MAGNESIUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,1427300.0,MANGANESE
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,149.0,MOLYBDENUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,,NICKEL
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,969347.0,SILVER
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,,TIN
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,,TUNGSTEN
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,21705.0,URANIUM
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,345000.0,ZINC
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,118483300.0,COAL
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,24913912.086901817,NATURAL GAS
2018,KAZAKHSTAN,KAZ,0.0562035879353621,KAZAKHSTAN,KAZ,-0.05,130,KAZAKHSTAN,118.0,106.0,106.0,130.0,130.0,2019.0,90480869.70000002,PETROLEUM
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,,BARYTES
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,,COPPER
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,472.0,GOLD
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,,LEAD
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,561132.0,TITANIUM
2018,KENYA,KEN,0.045431265847824,KENYA,KEN,-1.18,25,KENYA,33.0,15.0,16.0,49.0,51.0,2019.0,36604.0,ZIRCONIUM
2018,KYRGYZ REPUBLIC,KGZ,0.204958006014118,KYRGYZ REPUBLIC,KGZ,-0.54,130,KYRGYZ REPUBLIC,118.0,106.0,106.0,130.0,130.0,2019.0,,
2018,CAMBODIA,KHM,0.0707483107368525,CAMBODIA,KHM,0.1,84,CAMBODIA,75.83,60.0,63.0,97.0,86.0,2019.0,,GOLD
2018,ST. KITTS AND NEVIS,KNA,,ST. KITTS AND NEVIS,KNA,0.7,130,ST. KITTS AND NEVIS,118.0,106.0,106.0,130.0,130.0,2019.0,,
2018,"KOREA, REP.",KOR,0.122390567325226,"KOREA, REP.",KOR,0.64,,,,,,,,,,
2018,KUWAIT,KWT,0.102363598933979,KUWAIT,KWT,0.1,130,KUWAIT,118.0,106.0,106.0,130.0,130.0,2019.0,12301150.631396702,NATURAL GAS
2018,KUWAIT,KWT,0.102363598933979,KUWAIT,KWT,0.1,130,KUWAIT,118.0,106.0,106.0,130.0,130.0,2019.0,146849035.12396693,PETROLEUM
2018,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,L10,,,,,,,,,,,,,,
2018,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,L11,,,,,,,,,,,,,,
2018,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,L14,,,,,,,,,,,,,,
