Year,Country,iso3code,hhi,Country/Territory,Code,Stability value,CRI Rank,Country_y,CRI score,Fatalities in 2019 (Rank),Fatalities per 100 000 inhab- itants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in% (Rank),VERSION DOC,Domestic Production Value,Product
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,558.0,COPPER
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,22007.0,GOLD
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,11838.0,GRAPHITE
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,438495.0,IRON
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,37914.0,LITHIUM
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,4029.0,MAGNESITE
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,5968.0,NICKEL
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,3799.0,SILVER
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,,TIN
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,,TUNGSTEN
2000,ZIMBABWE,ZWE,0.0505330098562887,ZIMBABWE,ZWE,-1.32,2,ZIMBABWE,6.17,6.0,2.0,21.0,3.0,2019.0,4410000.0,COAL
2001,SELECTED DEVELOPING COUNTRIES FOR SWITZERLAND,A01,,,,,,,,,,,,,,
2001,CARIBBEAN ECONOMIC RECOVERY ACT: USA 2007,A02,,,,,,,,,,,,,,
2001,CARIBBEAN ECONOMIC RECOVERY ACT: USA 2009,A03,,,,,,,,,,,,,,
2001,PREFERENTIAL TARIFF FOR SELECTED AFRICAN COUNTRIES,A04,,,,,,,,,,,,,,
2001,NORWAY TARIFF FOR LOWER INCOME GSP COUNTRIES,A05,,,,,,,,,,,,,,
2001,PREFERENTIAL TARIFF FOR COMESA FTA,A07,,,,,,,,,,,,,,
2001,PREFERENTIAL TARIFF FOR COMESA NON-FTA,A08,,,,,,,,,,,,,,
2001,(SAARC) PREFERENTIAL FOR SRI LANKA AND PAKISTAN,A09,,,,,,,,,,,,,,
2001,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,,,,,,,,,,,,,,
2001,PREFERENTIAL TARIFF FOR EU + EFTA,A11,,,,,,,,,,,,,,
2001,(SAARC) PREFERENTIAL FOR SRI LANKA AND INDIA,A12,,,,,,,,,,,,,,
2001,(AANZFTA) PREFERENTIAL FOR AUS AND NZL,A13,,,,,,,,,,,,,,
2001,(COMESA) PREFERENTIAL FOR UGANDA AND ERITREA,A14,,,,,,,,,,,,,,
2001,EGYPT (GSTP) COUNTRIES ,A15,,,,,,,,,,,,,,
2001,EGYPT (GSTP) SELECTED LDCS COUNTRIES,A16,,,,,,,,,,,,,,
2001,LDC BENEFICIARIES IN 2014,A17,,,,,,,,,,,,,,
2001,LDC BENEFICIARIES IN 2014,A18,,,,,,,,,,,,,,
2001,SWITZERLAND & LIECHTENSTEIN LDC BENEFICIARY 2014,A19,,,,,,,,,,,,,,
2001,GSP FOR LDC BENEFICIARIES: JAPAN 2014,A20,,,,,,,,,,,,,,
2001,LDC BENEFICIARIES: TAJIKISTAN 2014,A21,,,,,,,,,,,,,,
2001,GSP FOR LDC BENEFICIARIES: USA 2014,A22,,,,,,,,,,,,,,
2001,LDC BENEFICIARIES: CHINA 2014,A23,,,,,,,,,,,,,,
2001,GSP FOR LDC BENEFICIARIES: NORWAY 2014,A24,,,,,,,,,,,,,,
2001,GSP FOR LDC BENEFICIARIES: MOROCCO 2014,A25,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: CANADA 2014,A26,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: JAPAN 2014,A27,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES:LIECHTENSTEIN & SWITZERLAND 2014,A28,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: USA 2014,A29,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: BELARUS & KAZAKHSTAN 2014,A30,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: RUSSIA 2014,A31,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: NEW ZEALAND 2014,A32,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: NORWAY 2014,A33,,,,,,,,,,,,,,
2001,GSP BENEFICIARIES: EU 2014,A34,,,,,,,,,,,,,,
2001,COMESA FREE TRADE AREA IN 2014,A35,,,,,,,,,,,,,,
2001,EU 28 MEMBERS 2013,A36,,,,,,,,,,,,,,
2001,"EU 28 + GUF,SMR",A37,,,,,,,,,,,,,,
2001,PACIFIC ISLANDS FORUM,A38,,,,,,,,,,,,,,
2001,THE EUROPEAN FREE TRADE ASSOCIATION (EFTA),A39,,,,,,,,,,,,,,
2001,AGOA BENEFICIARIES: USA 2014,A40,,,,,,,,,,,,,,
2001,CARIBBEAN BASIN ECONOMIC RECOVERY ACT: USA 2014,A41,,,,,,,,,,,,,,
2001,CARIBBEAN BASIN TRADE PARTNERSHIP ACT: USA 2014,A42,,,,,,,,,,,,,,
2001,SWITZERLAND AND LIECHTENSTEIN,A43,,,,,,,,,,,,,,
2001,COSTA RICA AND PANAMA,A44,,,,,,,,,,,,,,
2001,COMMONWEALTH OF INDEPENDENT STATES (CIS),A45,,,,,,,,,,,,,,
2001,BANGLADESH AND  OF LAOS,A46,,,,,,,,,,,,,,
2001,GLOBAL SYSTEM OF TRADE PREFERENCES (GSTP),A47,,,,,,,,,,,,,,
2001,GLOBAL SYSTEM OF TRADE PREFERENCES (GSTP) LDCS,A48,,,,,,,,,,,,,,
2001,PREFERENTIAL TARIFF FOR 4 SELECTED LDCS,A49,,,,,,,,,,,,,,
2001,ARUBA,ABW,0.580488463737922,,,,,,,,,,,,,
2001,AFGHANISTAN,AFG,,,,,,,,,,,,,,ASBESTOS
2001,AFGHANISTAN,AFG,,,,,,,,,,,,,2000.0,BARYTES
2001,AFGHANISTAN,AFG,,,,,,,,,,,,,5682.0,CHROMIUM
2001,ANGOLA,AGO,,,,,,,,,,,,,,GOLD
2001,ANGOLA,AGO,,,,,,,,,,,,,,IRON
2001,ANGOLA,AGO,,,,,,,,,,,,,,MANGANESE
2001,ANGOLA,AGO,,,,,,,,,,,,,36550000.00000001,PETROLEUM
2001,ANGUILA,AIA,0.130379102936581,,,,,,,,,,,,,
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,,ALUMINIUM
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,85890.0,CHROMIUM
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,,COBALT
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,0.0,COPPER
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,,IRON
2001,ALBANIA,ALB,0.413986349742481,,,,,,,,,,,,,NICKEL
2001,ANDORRA,AND,0.195018468595171,,,,,,,,,,,,,
2001,NETHERLANDS ANTILLES,ANT,,,,,,,,,,,,,,
2001,UNITED ARAB EMIRATES,ARE,0.157730337916775,,,,,,,,,,,,10000.0,CHROMIUM
2001,UNITED ARAB EMIRATES,ARE,0.157730337916775,,,,,,,,,,,,28014480.0,NATURAL GAS
2001,UNITED ARAB EMIRATES,ARE,0.157730337916775,,,,,,,,,,,,118413612.96134008,PETROLEUM
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,203.0,ASBESTOS
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,6955.0,BARYTES
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,34.0,CADMIUM
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,191667.0,COPPER
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,30630.0,GOLD
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,GRAPHITE
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,IRON
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,12334.0,LEAD
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,35242.0,MAGNESITE
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,MANGANESE
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,0.0,MERCURY
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,MOLYBDENUM
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,152802.0,SILVER
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,TIN
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,TUNGSTEN
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,,URANIUM
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,39703.0,ZINC
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,26366614.500000007,NATURAL GAS
2001,ARGENTINA,ARG,0.0831076461062789,,,,,,,,,,,,43929170.95181867,PETROLEUM
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,,BARYTES
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,,BISMUTH
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,,CADMIUM
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,16460.0,COPPER
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,1900.0,GOLD
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,2943.0,MOLYBDENUM
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,0.0,SILVER
2001,ARMENIA,ARM,0.101180959365898,,,,,,,,,,,,745.0,ZINC
2001,ANTIGUA AND BARBUDA,ATG,,,,,,,,,,,,,,
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,53799000.0,ALUMINIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,1800.0,ANTIMONY
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,16000.0,BARYTES
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,,BISMUTH
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,416.0,CADMIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,15750.0,CHROMIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,2696.0,COBALT
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,896000.0,COPPER
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,280080.0,GOLD
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,181435000.0,IRON
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,759000.0,LEAD
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,599994.0,MAGNESITE
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,1977000.0,MANGANESE
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,0.0,MERCURY
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,,MOLYBDENUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,205000.0,NICKEL
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,,RARE EARTH
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,1970000.0,SILVER
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,9983.0,TIN
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,2019000.0,TITANIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,,TUNGSTEN
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,7652.0,URANIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,1517000.0,ZINC
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,393000.0,ZIRCONIUM
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,335482000.0,COAL
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,23828162.021853413,NATURAL GAS
2001,AUSTRALIA,AUS,0.0737816778308337,,,,,,,,,,,,34320505.297600016,PETROLEUM
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,ANTIMONY
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,BARYTES
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,CADMIUM
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,COPPER
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,116.0,GRAPHITE
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,1843275.0,IRON
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,LEAD
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,680534.0,MAGNESITE
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,MANGANESE
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,SILVER
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,1429.0,TUNGSTEN
2001,AUSTRIA,AUT,0.116565495813906,,,,,,,,,,,,,ZINC
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,,COPPER
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,,GOLD
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,,IRON
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,,SILVER
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,3681604.262536872,NATURAL GAS
2001,AZERBAIJAN,AZE,0.206274913902017,,,,,,,,,,,,14979000.0,PETROLEUM
2001,CARIBBEAN BASIN TRADE PARTNERSHIP ACT : 2007,B01,,,,,,,,,,,,,,
2001,CARIBBEAN BASIN TRADE PARTNERSHIP ACT: 2009,B02,,,,,,,,,,,,,,
2001,"CHINA 2 SELECTED AFRICAN LDCS (NER,SOM)",B03,,,,,,,,,,,,,,
2001,CHINA SELECTED LDCS COUNTRIES,B04,,,,,,,,,,,,,,
2001,BURUNDI,BDI,0.0729070732415092,,,,,,,,,,,,415.0,GOLD
2001,BURUNDI,BDI,0.0729070732415092,,,,,,,,,,,,,TIN
2001,BURUNDI,BDI,0.0729070732415092,,,,,,,,,,,,,TUNGSTEN
2001,BENIN,BEN,0.184603334116961,,,,,,,,,,,,,GOLD
2001,BURKINA FASO,BFA,0.0802722836103505,,,,,,,,,,,,229.0,GOLD
2001,BURKINA FASO,BFA,0.0802722836103505,,,,,,,,,,,,,LEAD
2001,BURKINA FASO,BFA,0.0802722836103505,,,,,,,,,,,,,MANGANESE
2001,BURKINA FASO,BFA,0.0802722836103505,,,,,,,,,,,,,SILVER
2001,BURKINA FASO,BFA,0.0802722836103505,,,,,,,,,,,,,ZINC
2001,BANGLADESH,BGD,0.159852754399027,,,,,,,,,,,,7404542.524302,NATURAL GAS
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,,ASBESTOS
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,131100.0,BARYTES
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,40.0,BISMUTH
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,333.0,CADMIUM
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,97100.0,COPPER
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,1700.0,GOLD
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,324800.0,IRON
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,18500.0,LEAD
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,1515.0,MANGANESE
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,,MOLYBDENUM
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,56806.0,SILVER
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,10600.0,ZINC
2001,BULGARIA,BGR,0.0605498108908187,,,,,,,,,,,,26611280.336023133,COAL
2001,BAHRAIN,BHR,0.0419415062686347,,,,,,,,,,,,6974452.849999999,NATURAL GAS
2001,"BAHAMAS, THE",BHS,0.119607270134797,,,,,,,,,,,,,
2001,BOSNIA AND HERZEGOVINA,BIH,,,,,,,,,,,,,,
2001,BELARUS,BLR,0.34198340918562,,,,,,,,,,,,,
2001,BELIZE,BLZ,0.166422255029573,,,,,,,,,,,,,
2001,BERMUDA,BMU,,,,,,,,,,,,,,
2001,BOLIVIA,BOL,0.118560061378395,,,,,,,,,,,,,
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,13388100.0,ALUMINIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,,ANTIMONY
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,172695.0,ASBESTOS
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,54790.0,BARYTES
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,140.0,CADMIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,419049.0,CHROMIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,4400.0,COBALT
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,32734.0,COPPER
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,42884.0,GOLD
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,60666.0,GRAPHITE
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,201400000.0,IRON
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,10725.0,LEAD
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,308809.0,MAGNESITE
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,5500.0,MAGNESIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,1970000.0,MANGANESE
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,,MOLYBDENUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,45456.0,NICKEL
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,200.0,RARE EARTH
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,10000.0,SILVER
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,13016.0,TIN
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,162000.0,TITANIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,22.0,TUNGSTEN
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,58.0,URANIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,111432.0,ZINC
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,17031.0,ZIRCONIUM
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,5645578.0,COAL
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,5747872.575416439,NATURAL GAS
2001,BRAZIL,BRA,0.072864367168548,,,,,,,,,,,,70227112.59832588,PETROLEUM
2001,BARBADOS,BRB,0.115313183344851,,,,,,,,,,,,,
2001,BRUNEI,BRN,0.260696318365094,,,,,,,,,,,,,
2001,BHUTAN,BTN,,,,,,,,,,,,,0.0,IRON
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,325.0,COBALT
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,19209.0,COPPER
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,2.0,GOLD
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,,MANGANESE
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,22454.0,NICKEL
2001,BOTSWANA,BWA,0.798872932098846,,,,,,,,,,,,,SILVER
2001,ANDEAN TRADE PREFERENCE ACT 2009,C01,,,,,,,,,,,,,,
2001,ASEAN-AUSTRALIA-NEW ZEALAND FREE TRADE AREA,C02,,,,,,,,,,,,,,
2001,"HONG KONG, KOREA REP., TAIWAN",C03,,,,,,,,,,,,,,
2001,ANDEAN TRADE PREFERENCE ACT 2010,C04,,,,,,,,,,,,,,
2001,CENTRAL AFRICAN REPUBLIC,CAF,0.388484048520293,,,,,,,,,,,,,
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,278.0,ANTIMONY
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,27000.0,BARYTES
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,310.0,BISMUTH
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,1493.0,CADMIUM
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,5326.0,COBALT
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,633531.0,COPPER
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,160200.0,GOLD
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,20984.0,GRAPHITE
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,29152000.0,IRON
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,153932.0,LEAD
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,165000.0,MAGNESITE
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,65000.0,MAGNESIUM
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,0.0,MERCURY
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,8233.0,MOLYBDENUM
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,194058.0,NICKEL
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,1320030.0,SILVER
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,,TIN
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,2300000.0,TITANIUM
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,0.0,TUNGSTEN
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,12487.0,URANIUM
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,1064744.0,ZINC
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,70481500.0,COAL
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,130976034.25,NATURAL GAS
2001,CANADA,CAN,0.642390765156529,,,,,,,,,,,,126170018.62244391,PETROLEUM
2001,SWITZERLAND,CHE,0.0648579792477508,,,,,,,,,,,,,
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,584.0,BARYTES
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,4739000.0,COPPER
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,42673.0,GOLD
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,8834152.0,IRON
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,1193.0,LEAD
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,31320.0,MANGANESE
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,37.4,MERCURY
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,33492.0,MOLYBDENUM
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,1348667.0,SILVER
2001,CHILE,CHL,0.0701688719865638,,,,,,,,,,,,32762.0,ZINC
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,8650000.0,ALUMINIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,97000.0,ANTIMONY
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,257581.0,ASBESTOS
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,3985200.0,BARYTES
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,1245.0,BISMUTH
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,2507.0,CADMIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,181900.0,CHROMIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,150.0,COBALT
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,587000.0,COPPER
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,181870.0,GOLD
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,1700000.0,GRAPHITE
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,217014700.0,IRON
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,676000.0,LEAD
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,10000000.0,MAGNESITE
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,199700.0,MAGNESIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,4306800.0,MANGANESE
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,193.0,MERCURY
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,28201.0,MOLYBDENUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,51000.0,NICKEL
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,80600.0,RARE EARTH
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,2013250.0,SILVER
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,93000.0,TIN
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,750000.0,TITANIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,27473.0,TUNGSTEN
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,665.0,URANIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,1693200.0,ZINC
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,25594.0,ZIRCONIUM
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,1471526500.0,COAL
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,22314330.62930186,NATURAL GAS
2001,CHINA,CHN,0.12333592096148,,,,,,,,,,,,164830000.0,PETROLEUM
2001,COTE D'IVOIRE,CIV,0.058366876413573,,,,,,,,,,,,,
2001,CAMEROON,CMR,0.116178946643972,,,,,,,,,,,,600.0,GOLD
2001,CAMEROON,CMR,0.116178946643972,,,,,,,,,,,,,TIN
2001,"CONGO, REP.",COG,,,,,,,,,,,,,,
2001,COOK ISLANDS,COK,0.175000165372542,,,,,,,,,,,,,
2001,COLOMBIA,COL,0.201462585672002,,,,,,,,,,,,96140.0,ASBESTOS
2001,COLOMBIA,COL,0.201462585672002,,,,,,,,,,,,800.0,BARYTES
2001,COLOMBIA,COL,0.201462585672002,,,,,,,,,,,,,CHROMIUM
2001,COLOMBIA,COL,0.201462585672002,,,,,,,,,,,,2000.0,COPPER
2001,COLOMBIA,COL,0.201462585672002,,,,,,,,,,,,21813.0,GOLD
